id,question,answer,qa_text
252,How to remove the bimini top of the boat?,"To remove the bimini top, follow the steps that match your boat:

Option 1:
1. Store the bimini top in the fully collapsed position.
2. Remove the main pole mounting pins securing the bimini top to the main pole mounting brackets. <PIC>
3. Remove the bimini top from the boat.

Option 2 (210FSH SPORT):
1. Open the flap on the starboard side of the bimini top. <PIC>
2. Loosen the ratchet, and then loosen the strap securing the bimini top. <PIC>
3. Slowly pull the bimini top toward the bow and remove it.

Always keep the bimini top in the fully collapsed position when trailering to prevent damage.,[""1 Main pole mounting pin"", ""1 Flap"", ""1 Ratchet""]","Question:
How to remove the bimini top of the boat?

Answer:
To remove the bimini top, follow the steps that match your boat:

Option 1:
1. Store the bimini top in the fully collapsed position.
2. Remove the main pole mounting pins securing the bimini top to the main pole mounting brackets. <PIC>
3. Remove the bimini top from the boat.

Option 2 (210FSH SPORT):
1. Open the flap on the starboard side of the bimini top. <PIC>
2. Loosen the ratchet, and then loosen the strap securing the bimini top. <PIC>
3. Slowly pull the bimini top toward the bow and remove it.

Always keep the bimini top in the fully collapsed position when trailering to prevent damage.,[""1 Main pole mounting pin"", ""1 Flap"", ""1 Ratchet""]"
253,How do I install a bimini top on my boat if I want to use the canopy?,"To set up the bimini top as a canopy:
1. Raise the bimini top.
2. Secure each forward support pole to its mounting bracket with the lock pin. <PIC>
3. Remove the storage cover, unfold the top, and pull it toward the stern. <PIC>
4. Push each center pole up and install the lock pin. <PIC>
Make sure all lock pins and mounting pins are securely fastened.,[""1 Forward support pole 2 Lock pin 3 Forward support pole mounting bracket"", ""1 Storage cover"", ""1 Center pole 2 Lock pin""]","Question:
How do I install a bimini top on my boat if I want to use the canopy?

Answer:
To set up the bimini top as a canopy:
1. Raise the bimini top.
2. Secure each forward support pole to its mounting bracket with the lock pin. <PIC>
3. Remove the storage cover, unfold the top, and pull it toward the stern. <PIC>
4. Push each center pole up and install the lock pin. <PIC>
Make sure all lock pins and mounting pins are securely fastened.,[""1 Forward support pole 2 Lock pin 3 Forward support pole mounting bracket"", ""1 Storage cover"", ""1 Center pole 2 Lock pin""]"
254,How to store the bimini top in the upright position of the boat?,"To store the bimini top in the upright position:

1. Remove the lock pins, then push the center poles down. <PIC>
2. Pull the bimini top toward the bow. <PIC>
3. Install the storage cover.,[""1 Center pole 2 Lock pin"", ""1 Bimini top""]","Question:
How to store the bimini top in the upright position of the boat?

Answer:
To store the bimini top in the upright position:

1. Remove the lock pins, then push the center poles down. <PIC>
2. Pull the bimini top toward the bow. <PIC>
3. Install the storage cover.,[""1 Center pole 2 Lock pin"", ""1 Bimini top""]"
255,"When I am sailing, how do I check the engine oil level to ensure continued sailing?","When checking the engine oil level on the water, moor the boat securely so it won’t drift, then follow these steps:

1. Start the engine and let it idle for at least 6 minutes (add 5 more minutes if the ambient temperature is 20°C/68°F or below).
2. Stop the engine and open the engine hood.
3. Remove the oil tank filler cap/dipstick <PIC>, wipe it clean, screw it back in fully, and remove it again to check the level.
4. The oil level should be between the maximum and minimum marks <PIC>.

Ensure the boat remains stationary throughout the check. Let me know if you need further help.,[""1 Oil tank filler cap/Dipstick"", ""1 Dipstick 2 Maximum level mark 3 Minimum level mark""]","Question:
When I am sailing, how do I check the engine oil level to ensure continued sailing?

Answer:
When checking the engine oil level on the water, moor the boat securely so it won’t drift, then follow these steps:

1. Start the engine and let it idle for at least 6 minutes (add 5 more minutes if the ambient temperature is 20°C/68°F or below).
2. Stop the engine and open the engine hood.
3. Remove the oil tank filler cap/dipstick <PIC>, wipe it clean, screw it back in fully, and remove it again to check the level.
4. The oil level should be between the maximum and minimum marks <PIC>.

Ensure the boat remains stationary throughout the check. Let me know if you need further help.,[""1 Oil tank filler cap/Dipstick"", ""1 Dipstick 2 Maximum level mark 3 Minimum level mark""]"
256,How can I use the bilge pump of the boat?,"Here’s how to use the bilge pump:

**Manual operation**: Turn on the bilge pump switch. <PIC> Water drains through the bilge pump outlet. <PIC>

**Automatic operation**: The pump automatically detects excessive water and drains most of it, even if the switch and battery switches are off. The indicator light will stay on while it’s running, and it won’t stop until most water is removed.,[""1 Bilge pump switch"", ""1 Bilge pump outlet""]","Question:
How can I use the bilge pump of the boat?

Answer:
Here’s how to use the bilge pump:

**Manual operation**: Turn on the bilge pump switch. <PIC> Water drains through the bilge pump outlet. <PIC>

**Automatic operation**: The pump automatically detects excessive water and drains most of it, even if the switch and battery switches are off. The indicator light will stay on while it’s running, and it won’t stop until most water is removed.,[""1 Bilge pump switch"", ""1 Bilge pump outlet""]"
257,How to perform anchor light switch check while sailing?,"Here’s how to check the navigation and anchor lights switch:

1. **NAV (upper side)** – Push the upper side of the switch; both the bow light and anchor light should come on. <PIC>  
2. **ANC (lower side)** – Push the lower side of the switch; only the anchor light should come on.  
3. **OFF (middle)** – Place the switch in the middle position; both lights should turn off.

If your boat has a removable anchor light (such as the 210FSH DELUXE), ensure it is properly installed before the check.,[""1 Navigation and anchor lights switch""]","Question:
How to perform anchor light switch check while sailing?

Answer:
Here’s how to check the navigation and anchor lights switch:

1. **NAV (upper side)** – Push the upper side of the switch; both the bow light and anchor light should come on. <PIC>  
2. **ANC (lower side)** – Push the lower side of the switch; only the anchor light should come on.  
3. **OFF (middle)** – Place the switch in the middle position; both lights should turn off.

If your boat has a removable anchor light (such as the 210FSH DELUXE), ensure it is properly installed before the check.,[""1 Navigation and anchor lights switch""]"
258,"When I want to start the boat, how do I turn on the boat's engine to get the machine started?","To start the engine on your watercraft:

1. **Get into position** – Grip the handlebars with both hands and place both feet on the floor of the footwell.
2. **Attach the engine shut-off cord** – Clip it to your left wrist, then insert the clip into the engine shut-off switch.
3. **Press the start switch** – Push the green start button to start the engine. <PIC>

Note: If you are starting from a dock, board from the side and push away from the dock first. In shallow water, ensure the water depth is at least 60 cm (2 ft) before starting.,[""PIC""]","Question:
When I want to start the boat, how do I turn on the boat's engine to get the machine started?

Answer:
To start the engine on your watercraft:

1. **Get into position** – Grip the handlebars with both hands and place both feet on the floor of the footwell.
2. **Attach the engine shut-off cord** – Clip it to your left wrist, then insert the clip into the engine shut-off switch.
3. **Press the start switch** – Push the green start button to start the engine. <PIC>

Note: If you are starting from a dock, board from the side and push away from the dock first. In shallow water, ensure the water depth is at least 60 cm (2 ft) before starting.,[""PIC""]"
259,How do I turn a boat while sailing?,"To turn the boat, turn the steering wheel <PIC> in the direction you want to go. This changes the angle of the jet thrust nozzle and articulating keel <PIC>, which steers the boat. Keep the throttle open above idle (except at trolling speed) so the jet thrust provides turning power.","Question:
How do I turn a boat while sailing?

Answer:
To turn the boat, turn the steering wheel <PIC> in the direction you want to go. This changes the angle of the jet thrust nozzle and articulating keel <PIC>, which steers the boat. Keep the throttle open above idle (except at trolling speed) so the jet thrust provides turning power."
260,How to operate the boat cross wakes and swells?,"To cross wakes and swells smoothly:
- Adjust your speed and approach angle: slow down and cross at a “quartering” angle (about 45°) to reduce jolts. <PIC>
- Be ready to steer and balance actively, especially at small angles (around 10°) — the boat will try to turn away from the wake or swell.
- Small swells are easier than large ones; sharp wakes cause more jolts than broad swells. Crossing a single wake is smoother than a group. <PIC>","Question:
How to operate the boat cross wakes and swells?

Answer:
To cross wakes and swells smoothly:
- Adjust your speed and approach angle: slow down and cross at a “quartering” angle (about 45°) to reduce jolts. <PIC>
- Be ready to steer and balance actively, especially at small angles (around 10°) — the boat will try to turn away from the wake or swell.
- Small swells are easier than large ones; sharp wakes cause more jolts than broad swells. Crossing a single wake is smoother than a group. <PIC>"
261,How do I load the boat when the cruise is over?,"To load your boat after your cruise:

1. Disconnect the trailer lights from the towing vehicle.  
2. Back the trailer down the ramp as close to a 90° angle to the shoreline as you can. Have a helper stand to the side if possible. Stop when the tops of the trailer fenders are about 3 inches above the waterline.  
3. With the boat at the slowest idle speed, guide it onto the support rails. Use throttle only if needed for steering — too much throttle can cause the boat to jump over the trailer and result in injury.  

After loading, perform the post-operation checks as soon as possible to help preserve your boat's appearance and reliability.","Question:
How do I load the boat when the cruise is over?

Answer:
To load your boat after your cruise:

1. Disconnect the trailer lights from the towing vehicle.  
2. Back the trailer down the ramp as close to a 90° angle to the shoreline as you can. Have a helper stand to the side if possible. Stop when the tops of the trailer fenders are about 3 inches above the waterline.  
3. With the boat at the slowest idle speed, guide it onto the support rails. Use throttle only if needed for steering — too much throttle can cause the boat to jump over the trailer and result in injury.  

After loading, perform the post-operation checks as soon as possible to help preserve your boat's appearance and reliability."
262,How to flush the cooling system of the boat?,"To flush the cooling system:

1. Connect the garden hose adapter to a garden hose. <PIC>
2. Loosen and remove the flush hose connector cap, then insert the adapter by pushing and twisting until secure. <PIC>
3. Attach the garden hose to a water tap.
4. Make sure the area around the boat is clear, start the engine, then immediately turn on the water fully — water should flow continuously from the jet thrust nozzle and cooling water pilot outlet.  
   **Caution:** Never turn on the water before starting the engine, or water may flow back into the crankcase and cause severe damage.
5. Run the engine at a fast idle for 3–5 minutes. If the engine stops during flushing, turn off the water immediately and restart from step 4.,[""1 Garden hose adapter 2 Garden hose"", ""1 Flush hose connector 2 Flush hose connector cap 3 Garden hose adapter""]","Question:
How to flush the cooling system of the boat?

Answer:
To flush the cooling system:

1. Connect the garden hose adapter to a garden hose. <PIC>
2. Loosen and remove the flush hose connector cap, then insert the adapter by pushing and twisting until secure. <PIC>
3. Attach the garden hose to a water tap.
4. Make sure the area around the boat is clear, start the engine, then immediately turn on the water fully — water should flow continuously from the jet thrust nozzle and cooling water pilot outlet.  
   **Caution:** Never turn on the water before starting the engine, or water may flow back into the crankcase and cause severe damage.
5. Run the engine at a fast idle for 3–5 minutes. If the engine stops during flushing, turn off the water immediately and restart from step 4.,[""1 Garden hose adapter 2 Garden hose"", ""1 Flush hose connector 2 Flush hose connector cap 3 Garden hose adapter""]"
